,CVEno,pubdate,CVSS,category,SLA,jobtype,team1,team2,team3,totaltime
6170,6171,2018-06-04 19:29:00,7.5,high,7,concurrent,1,2,2,5
6171,6172,2018-06-04 19:29:00,7.5,high,7,concurrent,3,4,0,7
6172,6173,2018-06-04 19:29:00,8.1,high,7,concurrent,5,0,3,8
6173,6174,2018-06-04 19:29:00,7.5,high,7,concurrent,5,4,3,12
6174,6175,2018-06-04 19:29:00,7.5,high,7,concurrent,4,0,2,6
6175,6176,2018-06-04 19:29:00,7.5,high,7,sequential,3,4,2,9
6176,6177,2018-06-04 19:29:00,7.5,high,7,concurrent,5,1,3,9
6177,6178,2018-02-21 21:29:00,5.4,medium,14,concurrent,3,7,2,12
6178,6179,2018-06-04 19:29:00,8.1,high,7,concurrent,2,5,2,9
6179,6180,2018-06-04 19:29:00,5.9,medium,14,sequential,0,0,0,0
6180,6181,2018-06-04 19:29:00,9.8,critical,3,concurrent,0,5,3,8
6181,6182,2018-06-04 19:29:00,6.1,medium,14,concurrent,2,1,3,6
6182,6183,2018-06-04 19:29:00,7.5,high,7,concurrent,4,1,3,8
6183,6184,2018-06-04 19:29:00,7.5,high,7,concurrent,4,5,3,12
6184,6185,2018-06-04 19:29:00,7.5,high,7,concurrent,3,5,0,8
6185,6186,2018-05-29 20:29:00,7.5,high,7,concurrent,4,1,2,7
6186,6187,2018-06-04 19:29:00,7.5,high,7,concurrent,0,1,1,2
6187,6188,2018-06-04 19:29:00,7.5,high,7,concurrent,3,4,2,9
6188,6189,2018-06-04 19:29:00,7.5,high,7,concurrent,2,5,3,10
6189,6190,2018-06-04 19:29:00,7.5,high,7,concurrent,3,0,2,5
6190,6191,2018-06-04 19:29:00,7.5,high,7,concurrent,0,5,0,5
6191,6192,2018-06-04 19:29:00,7.5,high,7,concurrent,4,5,2,11
6192,6193,2018-06-04 19:29:00,7.5,high,7,concurrent,5,7,3,15
6193,6194,2018-06-04 19:29:00,7.5,high,7,concurrent,0,3,0,3
6194,6195,2018-06-07 02:29:00,7.5,high,7,concurrent,2,5,3,10
6195,6196,2018-06-07 02:29:00,7.5,high,7,concurrent,1,0,0,1
6196,6197,2018-06-07 02:29:00,7.5,high,7,concurrent,2,7,2,11
6197,6198,2018-06-07 02:29:00,7.5,high,7,sequential,3,7,1,11
6198,6199,2017-12-11 21:29:00,8.8,high,7,concurrent,2,3,0,5
6199,6200,2018-06-07 02:29:00,7.5,high,7,sequential,5,1,3,9
6200,6201,2018-05-29 20:29:00,7.5,high,7,concurrent,5,6,2,13
6201,6202,2018-05-29 20:29:00,7.5,high,7,concurrent,5,4,1,10
6202,6203,2018-06-07 02:29:00,7.5,high,7,concurrent,1,5,1,7
6203,6204,2018-06-07 02:29:00,7.5,high,7,concurrent,0,6,1,7
6204,6205,2018-06-07 02:29:00,7.5,high,7,concurrent,4,2,0,6
6205,6206,2018-06-07 02:29:00,7.5,high,7,concurrent,3,3,2,8
6206,6207,2018-06-07 02:29:00,7.5,high,7,concurrent,0,0,1,1
6207,6208,2018-06-07 02:29:00,7.5,high,7,concurrent,5,0,2,7
6208,6209,2018-06-07 02:29:00,7.5,high,7,concurrent,5,5,2,12
6209,6210,2017-11-27 21:29:00,5.4,medium,14,concurrent,5,3,2,10
6210,6211,2018-06-07 02:29:00,7.5,high,7,concurrent,3,3,0,6
6211,6212,2018-06-07 02:29:00,7.5,high,7,concurrent,4,2,1,7
6212,6213,2018-06-07 02:29:00,7.5,high,7,concurrent,2,4,1,7
6213,6214,2018-06-07 02:29:00,7.5,high,7,concurrent,1,0,0,1
6214,6215,2018-06-07 02:29:00,7.5,high,7,concurrent,5,7,3,15
6215,6216,2018-06-07 02:29:00,7.5,high,7,concurrent,3,2,3,8
6216,6217,2018-06-07 02:29:00,7.5,high,7,concurrent,5,3,0,8
6217,6218,2018-06-07 02:29:00,7.5,high,7,concurrent,5,6,3,14
6218,6219,2018-06-07 02:29:00,7.5,high,7,concurrent,3,7,0,10
6219,6220,2018-06-07 02:29:00,7.5,high,7,concurrent,2,5,1,8
6220,6221,2018-07-03 19:29:00,5.4,medium,14,concurrent,3,6,1,10
6221,6222,2018-06-07 02:29:00,7.5,high,7,concurrent,2,1,0,3
6222,6223,2018-06-07 02:29:00,7.5,high,7,concurrent,3,2,3,8
6223,6224,2018-06-07 02:29:00,9.8,critical,3,concurrent,0,3,0,3
6224,6225,2018-06-07 02:29:00,7.5,high,7,sequential,3,0,3,6
6225,6226,2018-06-07 02:29:00,7.5,high,7,concurrent,4,6,1,11
6226,6227,2018-06-07 02:29:00,7.5,high,7,concurrent,4,3,0,7
6227,6228,2018-06-07 02:29:00,7.5,high,7,concurrent,1,4,0,5
6228,6229,2018-06-07 02:29:00,10.0,critical,3,concurrent,3,6,0,9
6229,6230,2018-06-07 02:29:00,7.5,high,7,concurrent,0,3,3,6
6230,6231,2018-06-07 02:29:00,7.5,high,7,concurrent,4,2,3,9
6231,6232,2018-06-07 02:29:00,7.5,high,7,concurrent,0,4,1,5
6232,6233,2018-06-07 02:29:00,7.5,high,7,concurrent,1,4,0,5
6233,6234,2018-06-07 02:29:00,7.5,high,7,concurrent,3,3,1,7
6234,6235,2018-06-07 02:29:00,7.5,high,7,concurrent,5,6,2,13
6235,6236,2018-06-07 02:29:00,7.5,high,7,concurrent,5,0,0,5
6236,6237,2018-06-07 02:29:00,7.5,high,7,concurrent,3,6,3,12
6237,6238,2018-06-07 02:29:00,7.5,high,7,concurrent,4,5,2,11
6238,6239,2018-06-07 02:29:00,7.5,high,7,concurrent,5,7,3,15
6239,6240,2018-06-07 02:29:00,7.5,high,7,concurrent,5,6,0,11
6240,6241,2018-06-07 02:29:00,9.8,critical,3,concurrent,2,0,3,5
6241,6242,2018-06-07 02:29:00,7.5,high,7,concurrent,5,3,2,10
6242,6243,2018-06-07 02:29:00,7.5,high,7,concurrent,4,0,0,4
6243,6244,2018-06-07 02:29:00,7.5,high,7,concurrent,3,6,3,12
6244,6245,2018-06-07 02:29:00,7.5,high,7,concurrent,2,3,2,7
6245,6246,2018-06-07 02:29:00,7.5,high,7,concurrent,0,2,3,5
6246,6247,2018-06-07 02:29:00,7.5,high,7,sequential,0,2,2,4
6247,6248,2018-06-07 02:29:00,7.5,high,7,sequential,1,7,3,11
6248,6249,2018-06-07 02:29:00,7.5,high,7,sequential,5,4,0,9
6249,6250,2018-06-07 02:29:00,5.3,medium,14,concurrent,2,7,3,12
6250,6251,2018-06-07 02:29:00,7.5,high,7,concurrent,5,6,1,12
6251,6252,2018-06-07 02:29:00,7.5,high,7,concurrent,1,1,1,3
6252,6253,2018-06-07 02:29:00,7.5,high,7,concurrent,4,7,1,12
6253,6254,2018-06-07 02:29:00,7.5,high,7,concurrent,0,3,2,5
6254,6255,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,2,9
6255,6256,2018-06-07 02:29:00,7.5,high,7,concurrent,0,1,2,3
6256,6257,2018-06-07 02:29:00,7.5,high,7,concurrent,2,1,1,4
6257,6258,2018-06-07 02:29:00,7.5,high,7,concurrent,3,2,1,6
6258,6259,2018-06-07 02:29:00,7.5,high,7,concurrent,0,3,3,6
6259,6260,2018-01-09 20:29:00,7.8,high,7,concurrent,5,4,0,9
6260,6261,2018-06-07 02:29:00,7.5,high,7,sequential,2,4,2,8
6261,6262,2018-06-07 02:29:00,7.5,high,7,concurrent,2,4,2,8
6262,6263,2018-06-07 02:29:00,7.5,high,7,sequential,0,7,1,8
6263,6264,2018-06-07 02:29:00,7.5,high,7,concurrent,3,6,0,9
6264,6265,2018-06-07 02:29:00,7.5,high,7,sequential,5,3,0,8
6265,6266,2018-06-07 02:29:00,7.5,high,7,sequential,1,3,1,5
6266,6267,2018-06-07 02:29:00,5.3,medium,14,concurrent,1,1,1,3
6267,6268,2018-06-07 02:29:00,9.8,critical,3,concurrent,0,2,0,2
6268,6269,2018-06-07 02:29:00,9.8,critical,3,concurrent,2,1,1,4
6269,6270,2018-06-07 02:29:00,5.9,medium,14,concurrent,5,6,2,13
6270,6271,2017-12-11 21:29:00,5.3,medium,14,concurrent,3,1,2,6
6271,6272,2018-06-07 02:29:00,7.5,high,7,concurrent,4,1,2,7
6272,6273,2018-06-07 02:29:00,7.5,high,7,concurrent,1,6,3,10
6273,6274,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,3,7
6274,6275,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,3,10
6275,6276,2018-06-07 02:29:00,7.5,high,7,concurrent,1,2,3,6
6276,6277,2018-06-07 02:29:00,7.5,high,7,concurrent,4,7,0,11
6277,6278,2018-06-07 02:29:00,7.5,high,7,concurrent,4,2,0,6
6278,6279,2018-06-07 02:29:00,5.3,medium,14,sequential,2,4,1,7
6279,6280,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,0,4
6280,6281,2018-06-07 02:29:00,7.5,high,7,concurrent,0,2,0,2
6281,6282,2018-06-07 02:29:00,7.5,high,7,concurrent,5,4,2,11
6282,6283,2018-06-07 02:29:00,7.5,high,7,concurrent,4,7,0,11
6283,6284,2018-06-07 02:29:00,7.5,high,7,concurrent,1,4,1,6
6284,6285,2018-06-07 02:29:00,7.5,high,7,concurrent,5,7,2,14
6285,6286,2018-06-07 02:29:00,7.5,high,7,concurrent,0,5,1,6
6286,6287,2018-06-07 02:29:00,7.5,high,7,concurrent,0,7,3,10
6287,6288,2018-06-07 02:29:00,7.5,high,7,concurrent,2,3,2,7
6288,6289,2018-06-07 02:29:00,7.5,high,7,concurrent,3,3,1,7
6289,6290,2018-06-07 02:29:00,7.5,high,7,sequential,3,1,3,7
6290,6291,2018-06-07 02:29:00,7.5,high,7,sequential,2,3,3,8
6291,6292,2018-06-07 02:29:00,7.5,high,7,concurrent,1,6,0,7
6292,6293,2018-06-07 02:29:00,9.8,critical,3,concurrent,3,2,2,7
6293,6294,2018-06-07 02:29:00,7.5,high,7,concurrent,5,2,3,10
6294,6295,2018-05-29 20:29:00,7.5,high,7,sequential,0,5,0,5
6295,6296,2018-06-07 02:29:00,7.5,high,7,concurrent,2,4,3,9
6296,6297,2018-06-07 02:29:00,7.5,high,7,concurrent,2,1,1,4
6297,6298,2018-06-07 02:29:00,7.5,high,7,concurrent,1,3,0,4
6298,6299,2018-06-07 02:29:00,7.5,high,7,concurrent,5,7,2,14
6299,6300,2018-06-07 02:29:00,7.5,high,7,concurrent,1,1,2,4
6300,6301,2018-06-07 02:29:00,7.5,high,7,concurrent,0,1,1,2
6301,6302,2018-06-07 02:29:00,7.5,high,7,concurrent,1,4,0,5
6302,6303,2018-06-07 02:29:00,7.5,high,7,concurrent,3,0,1,4
6303,6304,2018-06-07 02:29:00,7.5,high,7,sequential,3,1,3,7
6304,6305,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,2,9
6305,6306,2018-06-07 02:29:00,7.5,high,7,concurrent,4,7,0,11
6306,6307,2018-06-07 02:29:00,7.5,high,7,concurrent,3,2,0,5
6307,6308,2018-06-07 02:29:00,7.5,high,7,concurrent,0,2,3,5
6308,6309,2018-06-07 02:29:00,7.5,high,7,sequential,3,2,0,5
6309,6310,2018-06-07 02:29:00,7.5,high,7,concurrent,4,1,0,5
6310,6311,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,0,4
6311,6312,2018-06-07 02:29:00,7.5,high,7,sequential,4,6,3,13
6312,6313,2018-06-07 02:29:00,7.5,high,7,concurrent,1,3,2,6
6313,6314,2018-06-07 02:29:00,7.5,high,7,concurrent,2,5,0,7
6314,6315,2018-06-07 02:29:00,7.5,high,7,concurrent,1,2,1,4
6315,6316,2018-06-07 02:29:00,7.5,high,7,concurrent,3,1,1,5
6316,6317,2018-06-07 02:29:00,7.5,high,7,concurrent,2,4,1,7
6317,6318,2018-06-07 02:29:00,7.5,high,7,concurrent,4,7,1,12
6318,6319,2018-06-07 02:29:00,7.5,high,7,sequential,3,3,0,6
6319,6320,2018-06-07 02:29:00,7.5,high,7,concurrent,1,2,2,5
6320,6321,2018-06-07 02:29:00,5.3,medium,14,concurrent,2,6,0,8
6321,6322,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,1,5
6322,6323,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,3,7
6323,6324,2018-06-07 02:29:00,7.5,high,7,concurrent,5,5,1,11
6324,6325,2018-06-07 02:29:00,7.5,high,7,concurrent,4,0,3,7
6325,6326,2018-06-07 02:29:00,7.5,high,7,sequential,4,4,2,10
6326,6327,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,1,8
6327,6328,2018-06-07 02:29:00,7.5,high,7,concurrent,0,2,1,3
6328,6329,2018-06-07 02:29:00,7.5,high,7,concurrent,2,6,0,8
6329,6330,2018-06-07 02:29:00,7.5,high,7,concurrent,5,6,3,14
6330,6331,2018-06-07 02:29:00,7.5,high,7,concurrent,5,2,3,10
6331,6332,2018-06-07 02:29:00,7.5,high,7,concurrent,3,7,0,10
6332,6333,2018-06-07 02:29:00,7.5,high,7,concurrent,2,5,0,7
6333,6334,2018-06-07 02:29:00,7.5,high,7,concurrent,0,0,2,2
6334,6335,2018-06-07 02:29:00,7.5,high,7,concurrent,5,0,1,6
6335,6336,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,0,7
6336,6337,2018-06-07 02:29:00,7.5,high,7,concurrent,0,4,1,5
6337,6338,2018-06-07 02:29:00,7.5,high,7,concurrent,5,4,2,11
6338,6339,2018-06-07 02:29:00,7.5,high,7,concurrent,0,6,1,7
6339,6340,2018-06-07 02:29:00,7.5,high,7,concurrent,5,5,2,12
6340,6341,2018-06-07 02:29:00,7.5,high,7,concurrent,5,5,0,10
6341,6342,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,0,4
6342,6343,2018-06-07 02:29:00,7.5,high,7,concurrent,0,6,1,7
6343,6344,2018-06-07 02:29:00,7.5,high,7,concurrent,1,5,3,9
6344,6345,2018-06-07 02:29:00,7.5,high,7,concurrent,4,6,0,10
6345,6346,2018-06-07 02:29:00,7.5,high,7,concurrent,2,2,0,4
6346,6347,2018-06-07 02:29:00,7.5,high,7,concurrent,1,5,0,6
6347,6348,2018-06-07 02:29:00,7.5,high,7,concurrent,4,3,1,8
6348,6349,2018-06-07 02:29:00,7.3,high,7,concurrent,3,7,1,11
6349,6350,2018-06-07 02:29:00,7.5,high,7,concurrent,3,4,0,7
6350,6351,2018-06-07 02:29:00,7.5,high,7,concurrent,2,3,3,8
6351,6352,2018-07-03 19:29:00,5.4,medium,14,concurrent,1,2,2,5
6352,6353,2018-06-07 02:29:00,7.5,high,7,concurrent,1,0,3,4
6353,6354,2018-06-07 02:29:00,7.5,high,7,concurrent,0,2,1,3
6354,6355,2018-06-07 02:29:00,7.5,high,7,concurrent,0,1,3,4
6355,6356,2018-06-07 02:29:00,7.5,high,7,concurrent,2,6,3,11
6356,6357,2018-06-07 02:29:00,7.5,high,7,concurrent,4,4,3,11
6357,6358,2018-06-07 02:29:00,7.5,high,7,concurrent,0,3,1,4
6358,6359,2018-06-07 02:29:00,7.5,high,7,concurrent,1,4,3,8
6359,6360,2018-06-07 02:29:00,7.5,high,7,concurrent,4,1,2,7
6360,6361,2018-06-07 02:29:00,7.5,high,7,sequential,4,6,2,12
6361,6362,2018-06-07 02:29:00,7.5,high,7,concurrent,0,0,2,2
6362,6363,2018-06-07 02:29:00,7.5,high,7,sequential,1,0,2,3
6363,6364,2018-06-07 02:29:00,7.5,high,7,concurrent,1,7,1,9
6364,6365,2018-06-07 02:29:00,5.3,medium,14,concurrent,5,5,3,13
6365,6366,2018-06-07 02:29:00,7.5,high,7,concurrent,4,5,0,9
6366,6367,2018-06-07 02:29:00,6.1,medium,14,concurrent,1,5,0,6
6367,6368,2018-06-07 02:29:00,7.5,high,7,concurrent,5,0,0,5
6368,6369,2018-06-07 02:29:00,9.8,critical,3,concurrent,2,3,2,7
6369,6370,2017-10-29 20:29:00,7.5,high,7,concurrent,4,7,0,11
6370,6371,2017-10-29 20:29:00,9.8,critical,3,concurrent,5,4,2,11
6371,6372,2018-02-26 22:29:00,5.5,medium,14,sequential,4,7,0,11
6372,6373,2018-01-10 17:29:00,6.1,medium,14,concurrent,4,5,2,11
6373,6374,2017-10-30 19:29:00,5.4,medium,14,concurrent,0,5,0,5
6374,6375,2017-11-03 05:29:00,7.8,high,7,concurrent,4,1,3,8
6375,6376,2017-11-14 17:29:00,6.5,medium,14,concurrent,2,2,0,4
6376,6377,2018-04-04 18:29:00,5.4,medium,14,concurrent,0,1,1,2
6377,6378,2017-12-10 01:29:00,7.5,high,7,concurrent,0,3,1,4
6378,6379,2018-03-22 15:29:00,6.8,medium,14,concurrent,2,3,2,7
6379,6380,2017-11-01 01:29:00,8.8,high,7,concurrent,3,1,3,7
6380,6381,2017-11-01 01:29:00,7.5,high,7,concurrent,1,7,0,8
6381,6382,2017-11-10 02:29:00,7.5,high,7,concurrent,5,3,2,10
6382,6383,2018-03-08 16:29:00,5.3,medium,14,concurrent,2,4,2,8
6383,6384,2018-03-13 19:29:00,5.3,medium,14,concurrent,0,4,3,7
6384,6385,2018-03-13 19:29:00,8.8,high,7,sequential,5,6,3,14
6386,6387,2017-11-27 21:29:00,6.5,medium,14,concurrent,3,0,0,3
6387,6388,2018-03-23 19:29:00,5.4,medium,14,concurrent,5,5,1,11
6388,6389,2017-12-20 18:29:00,8.8,high,7,concurrent,5,7,2,14
6389,6390,2017-12-11 21:29:00,5.4,medium,14,concurrent,5,3,2,10
6390,6391,2018-07-20 16:29:00,4.3,medium,14,concurrent,1,2,3,6
6404,6405,2017-12-13 18:29:00,8.0,high,7,concurrent,5,2,0,7
6405,6406,2017-11-01 15:29:00,8.8,high,7,concurrent,5,3,2,10
6406,6407,2017-11-01 15:29:00,6.5,medium,14,concurrent,1,6,2,9
6407,6408,2017-12-14 22:29:00,5.3,medium,14,sequential,4,2,2,8
6408,6409,2018-02-20 15:29:00,6.1,medium,14,concurrent,0,0,2,2
6409,6410,2017-11-01 17:29:00,7.8,high,7,concurrent,3,3,2,8
6410,6411,2017-11-01 17:29:00,7.8,high,7,concurrent,0,3,3,6
6411,6412,2017-11-01 17:29:00,5.5,medium,14,concurrent,0,2,0,2
6412,6413,2017-12-09 06:29:00,8.8,high,7,concurrent,4,7,2,13
6413,6414,2017-12-09 06:29:00,6.5,medium,14,concurrent,1,5,0,6
6414,6415,2017-12-09 06:29:00,8.8,high,7,concurrent,0,1,3,4
6415,6416,2017-12-09 06:29:00,8.8,high,7,concurrent,5,6,2,13
6416,6417,2017-12-09 06:29:00,8.8,high,7,concurrent,3,6,2,11
6417,6418,2017-12-09 06:29:00,8.8,high,7,concurrent,1,5,2,8
6418,6419,2017-12-09 06:29:00,7.5,high,7,concurrent,5,6,0,11
6419,6420,2017-12-09 06:29:00,8.8,high,7,sequential,3,1,2,6
6420,6421,2017-12-09 06:29:00,8.8,high,7,concurrent,4,0,1,5
6421,6422,2017-12-09 06:29:00,6.5,medium,14,concurrent,1,5,2,8
6422,6423,2017-12-09 06:29:00,8.8,high,7,concurrent,5,0,0,5
6423,6424,2017-12-09 06:29:00,8.8,high,7,concurrent,3,3,2,8
6424,6425,2017-12-09 06:29:00,8.8,high,7,concurrent,0,0,1,1
6425,6426,2017-12-09 06:29:00,8.8,high,7,concurrent,0,3,2,5
6426,6427,2017-12-09 06:29:00,8.8,high,7,concurrent,2,7,3,12
6427,6428,2017-12-09 06:29:00,8.8,high,7,concurrent,5,7,0,12
6428,6429,2017-12-09 06:29:00,8.8,high,7,concurrent,3,4,0,7
6429,6430,2017-12-09 06:29:00,8.8,high,7,concurrent,1,6,2,9
6430,6431,2017-12-09 06:29:00,8.8,high,7,concurrent,0,7,2,9
6431,6432,2017-12-09 06:29:00,8.8,high,7,concurrent,4,0,1,5
6432,6433,2017-12-09 06:29:00,8.8,high,7,concurrent,1,6,0,7
6433,6434,2017-12-09 06:29:00,8.8,high,7,concurrent,0,0,1,1
6434,6435,2017-12-09 06:29:00,8.8,high,7,concurrent,0,0,1,1
6435,6436,2017-12-09 06:29:00,8.8,high,7,concurrent,0,6,2,8
6436,6437,2017-12-09 06:29:00,8.8,high,7,concurrent,1,1,3,5
6437,6438,2017-12-09 06:29:00,8.8,high,7,concurrent,4,0,3,7
6438,6439,2017-12-09 06:29:00,8.8,high,7,concurrent,4,7,2,13
6439,6440,2017-12-09 06:29:00,8.8,high,7,concurrent,1,2,0,3
6440,6441,2017-12-09 06:29:00,8.8,high,7,concurrent,1,1,1,3
6441,6442,2017-12-09 06:29:00,8.8,high,7,sequential,1,6,3,10
6442,6443,2017-12-09 06:29:00,8.8,high,7,sequential,0,6,3,9
6443,6444,2017-12-09 06:29:00,8.8,high,7,concurrent,1,0,1,2
6444,6445,2017-12-09 06:29:00,8.8,high,7,concurrent,5,4,0,9
6445,6446,2017-12-09 06:29:00,8.8,high,7,concurrent,4,2,3,9
6446,6447,2017-12-09 06:29:00,8.8,high,7,sequential,1,4,0,5
6447,6448,2017-12-09 06:29:00,8.8,high,7,concurrent,2,6,1,9
6448,6449,2017-12-09 06:29:00,8.8,high,7,sequential,3,2,2,7
6449,6450,2017-12-09 06:29:00,8.8,high,7,concurrent,0,3,1,4
6450,6451,2017-12-09 06:29:00,9.8,critical,3,concurrent,1,6,0,7
6451,6452,2017-12-09 06:29:00,8.8,high,7,concurrent,4,2,1,7
6452,6453,2017-12-09 06:29:00,8.8,high,7,sequential,5,6,0,11
6453,6454,2017-12-09 06:29:00,8.8,high,7,sequential,4,6,2,12
6454,6455,2017-12-09 06:29:00,8.8,high,7,concurrent,4,0,0,4
6455,6456,2017-12-09 06:29:00,8.8,high,7,concurrent,4,2,3,9
6456,6457,2017-12-09 06:29:00,8.8,high,7,concurrent,4,7,0,11
6457,6458,2017-12-09 06:29:00,8.8,high,7,concurrent,0,3,3,6
6458,6459,2017-12-09 06:29:00,8.8,high,7,concurrent,3,2,1,6
6459,6460,2017-12-09 06:29:00,8.8,high,7,concurrent,3,3,3,9
6460,6461,2017-12-09 06:29:00,8.8,high,7,concurrent,5,1,1,7
6461,6462,2017-12-09 06:29:00,8.8,high,7,concurrent,3,7,0,10
6462,6463,2017-12-09 06:29:00,8.8,high,7,concurrent,5,7,3,15
6463,6464,2017-12-09 06:29:00,8.8,high,7,concurrent,4,3,1,8
6464,6465,2017-12-09 06:29:00,8.8,high,7,concurrent,1,4,2,7
6465,6466,2017-12-09 06:29:00,8.8,high,7,concurrent,3,1,3,7
6466,6467,2017-12-09 06:29:00,8.8,high,7,concurrent,2,3,1,6
6467,6468,2017-12-09 06:29:00,8.8,high,7,concurrent,0,2,0,2
6468,6469,2017-12-09 06:29:00,8.8,high,7,concurrent,0,6,0,6
6469,6470,2017-12-09 06:29:00,8.8,high,7,concurrent,1,7,1,9
6470,6471,2017-12-09 06:29:00,8.8,high,7,concurrent,0,2,0,2
6471,6472,2017-12-09 06:29:00,6.5,medium,14,concurrent,5,4,0,9
6472,6473,2017-12-09 06:29:00,8.8,high,7,concurrent,3,6,0,9
6473,6474,2017-11-27 21:29:00,5.4,medium,14,concurrent,5,1,2,8
6474,6475,2018-07-03 19:29:00,5.4,medium,14,sequential,3,3,2,8
6475,6476,2017-11-02 16:29:00,9.8,critical,3,concurrent,1,5,3,9
6476,6477,2018-03-29 22:29:00,7.8,high,7,concurrent,4,0,1,5
6477,6478,2017-11-03 15:29:00,7.8,high,7,concurrent,3,5,1,9
6478,6479,2018-01-10 17:29:00,6.1,medium,14,concurrent,1,0,0,1
6479,6480,2017-11-03 15:29:00,7.5,high,7,concurrent,5,2,0,7
6480,6481,2018-07-03 19:29:00,5.4,medium,14,sequential,2,1,3,6
6481,6482,2017-11-11 00:29:00,7.5,high,7,concurrent,5,7,1,13
6482,6483,2017-11-10 09:29:00,9.8,critical,3,concurrent,3,3,0,6
6483,6484,2017-11-03 17:29:00,8.8,high,7,concurrent,5,0,2,7
6484,6485,2017-11-03 17:29:00,9.8,critical,3,concurrent,3,7,3,13
6485,6486,2017-11-06 08:29:00,8.8,high,7,concurrent,5,0,3,8
6486,6487,2017-11-04 01:29:00,6.6,medium,14,concurrent,3,1,1,5
6487,6488,2017-11-04 01:29:00,7.8,high,7,concurrent,4,7,0,11
6488,6489,2017-11-04 01:29:00,6.6,medium,14,concurrent,4,6,0,10
6489,6490,2017-11-04 01:29:00,6.6,medium,14,concurrent,2,2,1,5
6490,6491,2017-11-04 01:29:00,6.6,medium,14,concurrent,5,2,1,8
6491,6492,2018-01-26 21:29:00,5.4,medium,14,concurrent,5,3,2,10
6492,6493,2017-11-04 01:29:00,6.6,medium,14,concurrent,4,1,0,5
6493,6494,2017-11-04 01:29:00,6.6,medium,14,concurrent,3,5,3,11
6494,6495,2017-11-04 01:29:00,6.6,medium,14,concurrent,2,6,1,9
6495,6496,2017-11-04 01:29:00,6.6,medium,14,concurrent,3,4,0,7
6496,6497,2017-11-04 01:29:00,6.6,medium,14,sequential,4,3,3,10
6497,6498,2017-11-04 01:29:00,6.6,medium,14,concurrent,3,1,2,6
6498,6499,2017-11-04 01:29:00,6.6,medium,14,concurrent,5,4,0,9
6499,6500,2017-11-04 01:29:00,6.6,medium,14,sequential,2,2,1,5
6500,6501,2017-11-04 01:29:00,6.6,medium,14,concurrent,4,5,3,12
6501,6502,2017-11-04 17:29:00,5.9,medium,14,sequential,0,0,2,2
6502,6503,2018-03-02 17:29:00,3.3,low,30,concurrent,0,4,3,7
6503,6504,2017-11-04 19:29:00,7.5,high,7,concurrent,3,4,3,10
6504,6505,2017-11-04 18:29:00,6.5,medium,14,concurrent,2,3,1,6
6505,6506,2017-11-05 17:29:00,8.8,high,7,concurrent,5,3,3,11
6506,6507,2017-11-05 17:29:00,9.8,critical,3,concurrent,4,3,2,9
6507,6508,2017-11-20 15:29:00,8.8,high,7,concurrent,3,0,3,6
6508,6509,2017-11-05 22:29:00,8.8,high,7,concurrent,2,6,3,11
6509,6510,2017-11-05 22:29:00,8.8,high,7,concurrent,5,4,3,12
6510,6511,2017-11-06 05:29:00,8.8,high,7,concurrent,3,3,0,6
6511,6512,2017-11-06 05:29:00,9.8,critical,3,sequential,5,6,2,13
6512,6513,2018-01-16 19:29:00,7.8,high,7,concurrent,4,6,1,11
6513,6514,2018-03-23 19:29:00,5.4,medium,14,concurrent,1,4,2,7
6514,6515,2018-01-16 19:29:00,7.8,high,7,concurrent,0,3,1,4
6515,6516,2018-01-16 19:29:00,7.0,high,7,concurrent,1,0,1,2
6516,6517,2018-01-16 19:29:00,7.8,high,7,concurrent,4,6,1,11
6517,6518,2018-01-16 19:29:00,7.0,high,7,concurrent,3,0,3,6
6518,6519,2018-01-16 19:29:00,7.8,high,7,concurrent,3,6,2,11
6519,6520,2018-01-16 19:29:00,7.0,high,7,concurrent,3,3,0,6
6520,6521,2018-01-16 19:29:00,5.5,medium,14,concurrent,1,7,2,10
6521,6522,2018-01-16 19:29:00,7.0,high,7,concurrent,4,5,2,11
6522,6523,2017-11-16 15:29:00,4.3,medium,14,sequential,3,7,1,11
6523,6524,2017-11-07 22:29:00,9.8,critical,3,concurrent,4,4,1,9
6524,6525,2017-11-10 02:29:00,9.8,critical,3,concurrent,2,4,3,9
6525,6526,2017-11-06 08:29:00,8.0,high,7,concurrent,1,2,1,4
6526,6527,2017-11-06 08:29:00,5.4,medium,14,concurrent,1,6,2,9
6527,6528,2017-11-06 08:29:00,8.8,high,7,concurrent,3,2,0,5
6528,6529,2017-11-17 23:29:00,9.8,critical,3,concurrent,3,3,0,6
6529,6530,2017-11-10 02:29:00,5.4,medium,14,concurrent,4,4,2,10
6530,6531,2017-11-10 02:29:00,5.4,medium,14,concurrent,3,4,1,8
6531,6532,2017-11-06 08:29:00,4.8,medium,14,concurrent,4,3,1,8
